0,1,2,3,4
1  期末発行済株式数(自己株式を含む),2023年3月期,"50,578,837株",2022年3月期,"52,656,910株"
2  期末自己株式数,2023年3月期,"128,003株",2022年3月期,"36,389株"
3  期中平均株式数,2023年3月期,"51,134,498株",2022年3月期,"52,621,304株"
