0,1,2,3,4
1  期末発行済株式数(自己株式を含む),2021年3月期1Q,"52,656,910株2020年3月期",Unnamed: 0,"52,656,910株"
2  期末自己株式数,2021年3月期1Q,"32,663 株  2020年3月期",,"32,290株"
3  期中平均株式数(四半期累計),2021年3月期1Q,"52,624,477 株  2020年3月期1Q",,"52,626,189株"
