0,1,2,3,4
1  期末発行済株式数(自己株式を含む),2020年3月期3Q,"52,656,910株",2019年3月期,"52,656,910株.1"
2  期末自己株式数,2020年3月期3Q,"31,937株",2019年3月期,"30,528株"
3  期中平均株式数(四半期累計),2020年3月期3Q,"52,625,784株",2019年3月期3Q,"52,628,433株"
