0,1,2,3,4
1  期末発行済株式数(自己株式を含む),27年3月期,"428,904,352株",26年3月期,"428,904,352 株"
2  期末自己株式数,27年3月期,"1,303,157 株",26年3月期,"1,247,222株"
3  期中平均株式数,27年3月期,"427,629,682 株",26年3月期,"412,127,681 株"
