0,1,2,3,4
1  期末発行済株式数(自己株式を含む),29年3月期3Q,"428,904,352 株",28年3月期,"428,904,352株"
2  期末自己株式数,29年3月期3Q,"1,326,767 株",28年3月期,"1,324,420株"
3  期中平均株式数(四半期累計),29年3月期3Q,"427,578,988株",28年3月期3Q,"427,584,643株"
