0,1,2,3,4
1  期末発行済株式数(自己株式を含む),27年3月期2Q,"428,904,352株",26年3月期,"428,904,352 株"
2  期末自己株式数,27年3月期2Q,"1,298,020 株",26年3月期,"1,272,690 株"
3  期中平均株式数(四半期累計),27年3月期2Q,"427,620,467 株",26年3月期2Q,"396,557,199 株"
