0,1,2,3,4
1  期末発行済株式数(自己株式を含む),28年3月期2Q,"428,904,352 株",27年3月期,"428,904,352 株.1"
2  期末自己株式数,28年3月期2Q,"1,322,058株",27年3月期,"1,303,157株"
3  期中平均株式数(四半期累計),28年3月期2Q,"427,586,220 株",27年3月期2Q,"427,645,935株"
