0,1,2,3,4
1  期末発行済株式数(自己株式を含む),2022年3月期2Q,"428,904,352株",2021年3月期,"428,904,352株.1"
2  期末自己株式数,2022年3月期2Q,"1,347,184 株",2021年3月期,"1,340,710 株"
3  期中平均株式数(四半期累計),2022年3月期2Q,"427,559,498株",2021年3月期2Q,"427,566,272株"
