0,1,2,3,4
1  期末発行済株式数(自己株式を含む),2018年3月期2Q,"428,904,352株",2017年3月期,"428,904,352株.1"
2  期末自己株式数,2018年3月期2Q,"1,330,116株",2017年3月期,"1,327,900 株"
3  期中平均株式数(四半期累計),2018年3月期2Q,"427,574,995株",2017年3月期2Q,"427,579,301 株"
