0,1,2,3,4
1 期末発行済株式数(自己株式を含む),24年3月期3Q,"366,557,889 株",23年3月期,"366,557,889 株.1"
2 期末自己株式数,24年3月期3Q,"14,125,360 株",23年3月期,"14,115,670 株"
3 期中平均株式数(四半期累計),24年3月期3Q,"352,435,383 株",23年3月期3Q,"352,463,902 株"
