0,1,2,3,4
1  期末発行済株式数(自己株式を含む),29年3月期1Q,"428,904,352 株",28年3月期,"428,904,352株"
2  期末自己株式数,29年3月期1Q,"1,325,138株",28年3月期,"1,324,420 株"
3  期中平均株式数(四半期累計),29年3月期1Q,"427,579,601 株",28年3月期1Q,"427,589,766株"
