0,1,2,3,4
1 期末発行済株式数(自己株式を含む),25年3月期1Q,"366,557,889 株",24年3月期,"366,557,889 株.1"
2 期末自己株式数,25年3月期1Q,"14,130,388 株",24年3月期,"14,128,047 株"
3 期中平均株式数(四半期累計),25年3月期1Q,"352,428,383 株",24年3月期1Q,"352,439,309 株"
