0,1,2,3,4
1  期末発行済株式数(自己株式を含む),29年3月期1Q,"52,656,910 株",28年3月期,"52,656,910株"
2  期末自己株式数,29年3月期1Q,"18,747株",28年3月期,"17,463 株"
3  期中平均株式数(四半期累計),29年3月期1Q,"52,638,815株",28年3月期1Q,"52,642,475 株"
