0,1,2,3,4
1  期末発行済株式数(自己株式を含む),27年3月期1Q,"49,550,631株",26年3月期,-株
2  期末自己株式数,27年3月期1Q,"9,480株",26年3月期,-株
3  期中平均株式数(四半期累計),27年3月期1Q,"49,544,169株",26年3月期1Q,-株
