0,1,2,3,4
1  期末発行済株式数(自己株式を含む),30年3月期3Q,"52,656,910株",29年3月期,"52,656,910 株"
2  期末自己株式数,30年3月期3Q,"26,274株",29年3月期,"23,097株"
3  期中平均株式数(四半期累計),30年3月期3Q,"52,632,343株",29年3月期3Q,"52,637,729 株"
