0,1,2,3,4
1  期末発行済株式数(自己株式を含む),2019年3月期2Q,"428,904,352 株",2018年3月期,"428,904,352株"
2  期末自己株式数,2019年3月期2Q,"1,333,471 株",2018年3月期,"1,332,135 株"
3  期中平均株式数(四半期累計),2019年3月期2Q,"427,571,513 株",2018年3月期2Q,"427,574,995 株"
