0,1,2,3,4
1 期末発行済株式数(自己株式を含む),26年3月期3Q,"428,904,352 株",25年3月期,"366,557,889 株"
2 期末自己株式数,26年3月期3Q,"1,255,527 株",25年3月期,"1,137,966 株"
3 期中平均株式数(四半期累計),26年3月期3Q,"406,926,938 株",25年3月期3Q,"355,359,855 株"
