0,1,2,3,4
1  期末発行済株式数(自己株式を含む),23年3月期1Q,"366,557,889株",22年3月期,"366,557,889株.1"
2  期末自己株式数,23年3月期1Q,"14,087,625株",22年3月期,"14,085,629株"
3  期中平均株式数(四半期累計),23年3月期1Q,"352,471,033株",22年3月期1Q,"352,492,710株"
