0,1,2,3,4
1  期末発行済株式数(自己株式を含む),28年3月期3Q,"428,904,352株",27年3月期,"428,904,352株.1"
2  期末自己株式数,28年3月期3Q,"1,323,580株",27年3月期,"1,303,157 株"
3  期中平均株式数(四半期累計),28年3月期3Q,"427,584,643株",27年3月期3Q,"427,637,633株"
