0,1,2,3,4
1  期末発行済株式数(自己株式を含む),2022年3月期,"428,904,352株",2021年3月期,"428,904,352株.1"
2  期末自己株式数,2022年3月期,"1,349,888株",2021年3月期,"1,340,710株"
3  期中平均株式数,2022年3月期,"427,557,344株",2021年3月期,"427,565,354株"
