0,1,2,3,4
1 期末発行済株式数(自己株式を含む),26年3月期1Q,"366,557,889 株",25年3月期,"366,557,889 株.1"
2 期末自己株式数,26年3月期1Q,"1,146,326 株",25年3月期,"1,137,966 株"
3 期中平均株式数(四半期累計),26年3月期1Q,"365,414,511 株",25年3月期1Q,"352,428,383 株"
