0,1,2,3,4
1 期末発行済株式数(自己株式を含む),23年3月期,"366,557,889 株",22年3月期,"366,557,889 株.1"
2 期末自己株式数,23年3月期,"14,115,670 株",22年3月期,"14,085,629 株"
3 期中平均株式数,23年3月期,"352,458,554 株",22年3月期,"352,482,423 株"
