0,1,2,3,4
1  期末発行済株式数(自己株式を含む),27年3月期3Q,"428,904,352株",26年3月期,"428,904,352 株"
2  期末自己株式数,27年3月期3Q,"1,315,148株",26年3月期,"1,272,690 株"
3  期中平均株式数(四半期累計),27年3月期3Q,"427,613,061 株",26年3月期3Q,"406,926,938 株"
