0,1,2,3,4
1  期末発行済株式数(自己株式を含む),2020年3月期2Q,"428,904,352 株",2019年3月期,"428,904,352株"
2  期末自己株式数,2020年3月期2Q,"1,335,666 株",2019年3月期,"1,334,441 株"
3  期中平均株式数(四半期累計),2020年3月期2Q,"427,569,195 株",2019年3月期2Q,"427,571,513 株"
